timestamp_utc,event_type,job_id,stage,env_id,regime,method,seed,run_label,git_commit,config_hash,run_dir,final_eval_mean,final_eval_std,best_eval_mean,best_eval_step,runtime,horizon_path,bucket_path,outcome,notes
2026-05-01T19:10:57+00:00,completed,1662,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_sparse_hifi_margin08_300k_vec8_s15_start20k,c7ebcc476f2da8311be701b3a33ca777cc957eb9,4284e92f17e5d66c,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_sparse_hifi_margin08_300k_vec8_s15_start20k,901.0157470703125,17.160640716552734,901.0157470703125,300000,01:31:16,2->2->3->4->4->4,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-01T19:10:59+00:00,completed,1663,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_sparse_hifi_start70_300k_vec8_s15,27e8b79a450f8f5ea241ef88f094adb10ff92ad1,dfd5c530f1620d73,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_sparse_hifi_start70_300k_vec8_s15,922.63330078125,21.33823585510254,922.63330078125,300000,01:31:18,3->3->3->3->3,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-01T19:12:23+00:00,launch,1670,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_sparse_hifi_start120_margin03_300k_vec8_s15,43c61739510173e9053227d7e6118c1195639933,36250c7f8e0799b9,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_sparse_hifi_start120_margin03_300k_vec8_s15,,,,,,,,launched,"Clean +2% target attempt C. Delay adaptation to 120k so early TD-MPC2 learning stays close to the best no-RHS trajectory, then allow a small-margin free adaptive Sparse-HiFi search."
2026-05-01T19:12:39+00:00,launch,1671,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_sparse_hifi_start70_returnlite_300k_vec8_s15,1178749682de547f84d9b0752790e19534f23368,f23da6cefb88b5e6,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_sparse_hifi_start70_returnlite_300k_vec8_s15,,,,,,,,launched,Clean +2% target attempt D. Keep the strong 70k warmup profile but make deployment mildly return-dominant so the search can exploit a clearly better local horizon instead of staying fixed at h=3.
2026-05-01T20:47:30+00:00,completed,1670,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_sparse_hifi_start120_margin03_300k_vec8_s15,43c61739510173e9053227d7e6118c1195639933,36250c7f8e0799b9,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_sparse_hifi_start120_margin03_300k_vec8_s15,831.63916015625,21.24997901916504,831.63916015625,300000,01:34:51,2->2->3->3,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-01T20:48:56+00:00,completed,1671,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_sparse_hifi_start70_returnlite_300k_vec8_s15,1178749682de547f84d9b0752790e19534f23368,f23da6cefb88b5e6,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_sparse_hifi_start70_returnlite_300k_vec8_s15,855.7972412109375,17.007858276367188,855.7972412109375,300000,01:35:10,3->2->3->2->3,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-01T20:49:50+00:00,launch,1672,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_sparse_hifi_start70_returndom_r2b5_300k_vec8_s15,ac3f42fac857e6e94ce6f5f0092095606b16e023,bc125389b8843141,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_sparse_hifi_start70_returndom_r2b5_300k_vec8_s15,,,,,,,,launched,"Clean +2% target attempt E. Keep the 70k warmup but widen the local search to radius 2 with five candidates and return-dominant deployment, testing whether richer local evidence can improve over the stable h=3 profile."
2026-05-01T20:50:15+00:00,launch,1673,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_sparse_hifi_start20_r2b5_margin05_300k_vec8_s15,7c8f442c9554f0f01e9e06a211f3bcb8f6451d59,7d25efea6a077952,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_sparse_hifi_start20_r2b5_margin05_300k_vec8_s15,,,,,,,,launched,"Clean +2% target attempt F. Return to early adaptation, but widen the high-fidelity local window to radius 2 with five candidates and keep the standard geometric deployment score plus a moderate incumbent margin."
2026-05-01T21:34:54+00:00,cancelled,1672,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_sparse_hifi_start70_returndom_r2b5_300k_vec8_s15,ac3f42fac857e6e94ce6f5f0092095606b16e023,bc125389b8843141,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_sparse_hifi_start70_returndom_r2b5_300k_vec8_s15,97.265380859375,141.6887664794922,97.265380859375,50000,00:44:33,4,4->4->4->4->4->4->4->4->4->4->4,failed,SLURM state `CANCELLED by 1002`.
2026-05-01T21:34:56+00:00,cancelled,1673,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_sparse_hifi_start20_r2b5_margin05_300k_vec8_s15,7c8f442c9554f0f01e9e06a211f3bcb8f6451d59,7d25efea6a077952,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_sparse_hifi_start20_r2b5_margin05_300k_vec8_s15,262.2226867675781,118.21903228759766,262.2226867675781,50000,00:44:08,3->4,4->4->4->4->4->4->4->4->4->4->4,failed,SLURM state `CANCELLED by 1002`.
2026-05-01T21:35:21+00:00,launch,1674,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_evidence_ultrahifi_start70_300k_vec8_s15,da4f7dc28a95ff4d6f497bbb9f1c8af4e71ec993,fa7289bfe123fde2,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_evidence_ultrahifi_start70_300k_vec8_s15,,,,,,,,launched,"Evidence-quality hypothesis G. Keep the safe start-70 schedule, but use full training-planner query budget plus 32 replicas and 512 eval steps so horizon comparisons have lower variance before switching."
2026-05-01T21:35:41+00:00,launch,1675,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_evidence_ultrahifi_returnlocal_300k_vec8_s15,430a9319aecf89dc3fcd257af2cf3a70a4318443,8fd6c8926413dbc4,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_evidence_ultrahifi_returnlocal_300k_vec8_s15,,,,,,,,launched,"Evidence-quality hypothesis H. Combine lower-variance ultra-HiFi candidate evaluation with a wider radius-2 local window and only mild roughness/std penalties, testing whether better evidence reveals a useful non-h=3 local horizon."
2026-05-01T21:36:01+00:00,launch,1676,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_evidence_ultrahifi_start20_300k_vec8_s15,b3aab0ac9342ff35443900b97c54694f535e5c00,33f27ddde45d8786,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_evidence_ultrahifi_start20_300k_vec8_s15,,,,,,,,launched,"Evidence-quality hypothesis I. Early start-20 adaptation with ultra-HiFi query evidence, testing whether the original early-adaptive family was under-informed rather than harmed by early search itself."
2026-05-01T23:38:27+00:00,completed,1674,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_evidence_ultrahifi_start70_300k_vec8_s15,da4f7dc28a95ff4d6f497bbb9f1c8af4e71ec993,fa7289bfe123fde2,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_evidence_ultrahifi_start70_300k_vec8_s15,884.75537109375,28.268857955932617,884.75537109375,300000,02:00:12,3->4->5->5->6,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8,completed,Completed; no automatic classifier for this method.
2026-05-01T23:38:29+00:00,completed,1676,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_evidence_ultrahifi_start20_300k_vec8_s15,b3aab0ac9342ff35443900b97c54694f535e5c00,33f27ddde45d8786,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_evidence_ultrahifi_start20_300k_vec8_s15,849.2491455078125,15.82135009765625,849.2491455078125,300000,01:56:26,3->3->4->5->5->4,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->8->8->8->8->8->8->8->8->8->8->8->8->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-01T23:53:59+00:00,completed,1675,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_evidence_ultrahifi_returnlocal_300k_vec8_s15,430a9319aecf89dc3fcd257af2cf3a70a4318443,8fd6c8926413dbc4,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_evidence_ultrahifi_returnlocal_300k_vec8_s15,729.8106079101562,17.057329177856445,740.24560546875,250000,02:07:45,3->4->5->6->6,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8,completed,Completed; no automatic classifier for this method.
2026-05-02T00:11:38+00:00,launch,1686,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_shadow_probe,15,dense_rhs_plus2_shadowprobe_w0p25_120k_vec8_s15_start20k,4c4dda3ddd588b49c56460cb0ca02183a08b911c,ef06934d30d58fb6,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_shadowprobe_w0p25_120k_vec8_s15_start20k,,,,,,,,launched,"Auto-dispatched shadow-horizon training-stat smoke. Deployment score is multiplied by a dense learner proxy term `u_h^w`, where `u_h` is inverse-normalized probe mean loss from the shared replay rollout."
2026-05-02T00:12:05+00:00,launch,1687,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_shadow_probe,15,dense_rhs_plus2_shadowprobe_w0p5_120k_vec8_s15_start20k,f9228a80c17beea1e0a34eed6a1d306ee1a022c1,e5e05a1c0a439792,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_shadowprobe_w0p5_120k_vec8_s15_start20k,,,,,,,,launched,"Auto-dispatched shadow-horizon training-stat smoke. Deployment score is multiplied by a dense learner proxy term `u_h^w`, where `u_h` is inverse-normalized probe mean loss from the shared replay rollout."
2026-05-02T00:12:26+00:00,launch,1688,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_shadow_probe,15,dense_rhs_plus2_shadowprobe_w1p0_120k_vec8_s15_start20k,8c1e1540bf52c784fe5766936b85daa9b8e32dbb,8ae2b81156eee6fb,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_shadowprobe_w1p0_120k_vec8_s15_start20k,,,,,,,,launched,"Auto-dispatched shadow-horizon training-stat smoke. Deployment score is multiplied by a dense learner proxy term `u_h^w`, where `u_h` is inverse-normalized probe mean loss from the shared replay rollout."
2026-05-02T00:47:06+00:00,cancelled,1688,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_shadow_probe,15,dense_rhs_plus2_shadowprobe_w1p0_120k_vec8_s15_start20k,8c1e1540bf52c784fe5766936b85daa9b8e32dbb,8ae2b81156eee6fb,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_shadowprobe_w1p0_120k_vec8_s15_start20k,274.5364074707031,156.55780029296875,274.5364074707031,40000,00:30:43,3,4->4->4->4->4->4,failed,SLURM state `CANCELLED by 1002`.
2026-05-02T01:02:01+00:00,completed,1686,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_shadow_probe,15,dense_rhs_plus2_shadowprobe_w0p25_120k_vec8_s15_start20k,4c4dda3ddd588b49c56460cb0ca02183a08b911c,ef06934d30d58fb6,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_shadowprobe_w0p25_120k_vec8_s15_start20k,684.2154541015625,26.09765625,684.2154541015625,120000,00:48:44,3->3,4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-02T01:02:03+00:00,completed,1687,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_shadow_probe,15,dense_rhs_plus2_shadowprobe_w0p5_120k_vec8_s15_start20k,f9228a80c17beea1e0a34eed6a1d306ee1a022c1,e5e05a1c0a439792,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_shadowprobe_w0p5_120k_vec8_s15_start20k,578.2000732421875,16.3250789642334,578.2000732421875,120000,00:47:00,2->2,4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-02T01:02:09+00:00,launch,1691,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_shadow_probe,15,dense_rhs_plus2_shadowprobe_w0p25_300k_vec8_s15_start20k,0345fb3ff45ae7d50eb572e9ae579f1d511ef137,2766bae6f2785021,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_shadowprobe_w0p25_300k_vec8_s15_start20k,,,,,,,,launched,Auto-promoted from the best completed shadow-probe smoke. Runs the same learner-proxy Dense-RHS setting for 300k to test the clean +2% gate.
2026-05-02T01:56:12+00:00,cancelled,1691,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_shadow_probe,15,dense_rhs_plus2_shadowprobe_w0p25_300k_vec8_s15_start20k,0345fb3ff45ae7d50eb572e9ae579f1d511ef137,2766bae6f2785021,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_shadowprobe_w0p25_300k_vec8_s15_start20k,68.86866760253906,175.0941619873047,68.86866760253906,100000,00:53:46,3->4->4,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4,failed,SLURM state `CANCELLED by 1002`.
2026-05-02T08:49:45+00:00,launch,1692,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_anchor_start70_margin10_300k_vec8_s15,c1bf9cd501c3376cdd6cc2c768d1198b0bae178f,444485a8de89a6a0,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_anchor_start70_margin10_300k_vec8_s15,,,,,,,,launched,"Anchor retry after shadow-probe failure: stricter incumbent margin, start70, standard Sparse-HiFi query. Tests whether stable h=3 with only very high-confidence h=4 moves can exceed the 922.63 near-baseline run."
2026-05-02T08:50:09+00:00,launch,1693,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_anchor_start90_margin06_300k_vec8_s15,953ed9815950dddc686dd340ecb2a2b89d832eaa,baba69fc52bebb50,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_anchor_start90_margin06_300k_vec8_s15,,,,,,,,launched,"Anchor retry after shadow-probe failure: longer fixed-h=3 competence warmup, then small local search. Tests if adaptation after 90k can exploit without disrupting early learning."
2026-05-02T10:44:29+00:00,completed,1692,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_anchor_start70_margin10_300k_vec8_s15,c1bf9cd501c3376cdd6cc2c768d1198b0bae178f,444485a8de89a6a0,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_anchor_start70_margin10_300k_vec8_s15,898.3875122070312,21.15914535522461,898.3875122070312,300000,01:47:51,4->3->4->5->5,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->8->8->8->8->8->8->8->8->8->8,completed,Completed; no automatic classifier for this method.
